Carrier,Departure Time,Destination,Distance,Date,Flight Number,Origin,Day of the Week,Day of the Month,Delayed 
DL,1927,LGA,214,1/30/2004,1766,DCA,5,30,ontime
DL,2031,LGA,214,1/30/2004,1768,DCA,5,30,ontime
MQ,1523,JFK,213,1/30/2004,4752,DCA,5,30,ontime
MQ,1843,JFK,213,1/30/2004,4784,DCA,5,30,ontime
MQ,703,LGA,214,1/30/2004,4952,DCA,5,30,ontime
MQ,827,LGA,214,1/30/2004,4954,DCA,5,30,delayed
MQ,850,LGA,214,1/30/2004,4956,DCA,5,30,ontime
MQ,1056,LGA,214,1/30/2004,4960,DCA,5,30,ontime
MQ,1251,LGA,214,1/30/2004,4964,DCA,5,30,ontime
MQ,1358,LGA,214,1/30/2004,4966,DCA,5,30,ontime
MQ,1458,LGA,214,1/30/2004,4968,DCA,5,30,ontime
MQ,1703,LGA,214,1/30/2004,4970,DCA,5,30,delayed
MQ,1656,LGA,214,1/30/2004,4972,DCA,5,30,ontime
UA,849,LGA,229,1/30/2004,846,IAD,5,30,ontime
US,638,LGA,214,1/30/2004,1479,DCA,5,30,ontime
US,656,LGA,214,1/30/2004,2160,DCA,5,30,ontime
US,754,LGA,214,1/30/2004,2162,DCA,5,30,ontime
US,858,LGA,214,1/30/2004,2164,DCA,5,30,ontime
US,957,LGA,214,1/30/2004,2166,DCA,5,30,ontime
US,1057,LGA,214,1/30/2004,2168,DCA,5,30,ontime
US,1155,LGA,214,1/30/2004,2170,DCA,5,30,ontime
US,1256,LGA,214,1/30/2004,2172,DCA,5,30,ontime
US,1356,LGA,214,1/30/2004,2174,DCA,5,30,ontime
US,1459,LGA,214,1/30/2004,2176,DCA,5,30,ontime
US,1556,LGA,214,1/30/2004,2178,DCA,5,30,ontime
US,1656,LGA,214,1/30/2004,2180,DCA,5,30,delayed
US,1758,LGA,214,1/30/2004,2182,DCA,5,30,ontime
US,1856,LGA,214,1/30/2004,2184,DCA,5,30,ontime
US,2004,LGA,214,1/30/2004,2186,DCA,5,30,ontime
US,2057,LGA,214,1/30/2004,2188,DCA,5,30,ontime
RU,1748,EWR,169,1/30/2004,3372,BWI,5,30,delayed
RU,700,EWR,169,1/30/2004,2703,BWI,5,30,ontime
RU,1513,EWR,169,1/30/2004,2403,BWI,5,30,delayed
RU,1037,EWR,169,1/30/2004,2303,BWI,5,30,ontime
CO,1728,EWR,199,1/30/2004,814,DCA,5,30,ontime
CO,1257,EWR,199,1/30/2004,808,DCA,5,30,ontime
CO,1851,EWR,199,1/30/2004,816,DCA,5,30,ontime
CO,727,EWR,199,1/30/2004,806,DCA,5,30,ontime
DH,832,EWR,213,1/30/2004,7299,IAD,5,30,ontime
DH,1715,EWR,213,1/30/2004,7302,IAD,5,30,ontime
DH,1242,EWR,213,1/30/2004,7303,IAD,5,30,delayed
DH,2116,EWR,213,1/30/2004,7304,IAD,5,30,ontime
DH,623,EWR,213,1/30/2004,7305,IAD,5,30,ontime
DH,1426,EWR,213,1/30/2004,7307,IAD,5,30,ontime
RU,1255,EWR,213,1/30/2004,2692,IAD,5,30,ontime
RU,2056,EWR,199,1/30/2004,2879,DCA,5,30,ontime
RU,1657,EWR,213,1/30/2004,2497,IAD,5,30,delayed
RU,1856,EWR,213,1/30/2004,2385,IAD,5,30,delayed
RU,643,EWR,199,1/30/2004,2761,DCA,5,30,ontime
RU,1359,EWR,199,1/30/2004,2216,DCA,5,30,delayed
RU,1601,EWR,199,1/30/2004,2261,DCA,5,30,delayed
RU,1630,EWR,199,1/30/2004,2181,DCA,5,30,ontime
RU,858,EWR,199,1/30/2004,2582,DCA,5,30,ontime
RU,1456,EWR,213,1/30/2004,2156,IAD,5,30,delayed
RU,659,EWR,213,1/30/2004,2855,IAD,5,30,delayed
OH,1505,JFK,184,1/31/2004,5935,BWI,6,31,ontime
DH,1633,JFK,213,1/31/2004,6155,DCA,6,31,ontime
DH,1243,LGA,229,1/31/2004,7208,IAD,6,31,ontime
DH,1711,LGA,229,1/31/2004,7215,IAD,6,31,ontime
DH,2117,LGA,229,1/31/2004,7684,IAD,6,31,ontime
DH,931,JFK,228,1/31/2004,7800,IAD,6,31,delayed
DH,1238,JFK,228,1/31/2004,7806,IAD,6,31,ontime
DH,1639,JFK,228,1/31/2004,7810,IAD,6,31,ontime
DH,1706,JFK,228,1/31/2004,7812,IAD,6,31,ontime
DH,2115,JFK,228,1/31/2004,7814,IAD,6,31,ontime
DH,1750,JFK,228,1/31/2004,7818,IAD,6,31,ontime
DL,1500,JFK,213,1/31/2004,746,DCA,6,31,ontime
DL,727,LGA,214,1/31/2004,1742,DCA,6,31,ontime
DL,840,LGA,214,1/31/2004,1744,DCA,6,31,delayed
DL,1030,LGA,214,1/31/2004,1748,DCA,6,31,ontime
DL,1231,LGA,214,1/31/2004,1752,DCA,6,31,ontime
DL,1429,LGA,214,1/31/2004,1756,DCA,6,31,ontime
DL,1629,LGA,214,1/31/2004,1760,DCA,6,31,ontime
DL,1829,LGA,214,1/31/2004,1764,DCA,6,31,ontime
DL,2026,LGA,214,1/31/2004,1768,DCA,6,31,ontime
MQ,1514,JFK,213,1/31/2004,4752,DCA,6,31,ontime
MQ,613,JFK,213,1/31/2004,4760,DCA,6,31,ontime
MQ,1819,JFK,213,1/31/2004,4784,DCA,6,31,ontime
MQ,904,LGA,214,1/31/2004,4956,DCA,6,31,ontime
MQ,1254,LGA,214,1/31/2004,4964,DCA,6,31,ontime
UA,847,LGA,229,1/31/2004,846,IAD,6,31,ontime
US,706,LGA,214,1/31/2004,2160,DCA,6,31,ontime
US,857,LGA,214,1/31/2004,2164,DCA,6,31,ontime
US,1058,LGA,214,1/31/2004,2168,DCA,6,31,ontime
US,1256,LGA,214,1/31/2004,2172,DCA,6,31,ontime
US,1457,LGA,214,1/31/2004,2176,DCA,6,31,ontime
US,1655,LGA,214,1/31/2004,2180,DCA,6,31,ontime
US,1856,LGA,214,1/31/2004,2184,DCA,6,31,ontime
RU,1025,EWR,169,1/31/2004,2303,BWI,6,31,ontime
RU,1449,EWR,169,1/31/2004,2229,BWI,6,31,ontime
RU,1715,EWR,169,1/31/2004,3372,BWI,6,31,ontime
RU,704,EWR,169,1/31/2004,2703,BWI,6,31,ontime
CO,1255,EWR,199,1/31/2004,808,DCA,6,31,ontime
DH,840,EWR,213,1/31/2004,7299,IAD,6,31,ontime
DH,1659,EWR,213,1/31/2004,7302,IAD,6,31,ontime
DH,1247,EWR,213,1/31/2004,7303,IAD,6,31,ontime
DH,2111,EWR,213,1/31/2004,7304,IAD,6,31,ontime
RU,1458,EWR,213,1/31/2004,2156,IAD,6,31,ontime
RU,925,EWR,199,1/31/2004,2582,DCA,6,31,ontime
RU,650,EWR,213,1/31/2004,2855,IAD,6,31,ontime
RU,644,EWR,199,1/31/2004,2761,DCA,6,31,ontime
RU,1653,EWR,213,1/31/2004,2497,IAD,6,31,ontime
RU,1558,EWR,199,1/31/2004,2361,DCA,6,31,ontime
RU,1403,EWR,199,1/31/2004,2216,DCA,6,31,ontime
RU,1736,EWR,199,1/31/2004,2097,DCA,6,31,ontime
